Flight_ID,Predicted_Delay_Prob,Actual_Delay
382826,0.9998129,1
425291,0.99996233,1
433191,0.9999329,1
460401,0.9998286,1
67649,0.99994373,1
483018,0.9998975,1
197114,0.9999249,1
400675,0.9998826,1
84787,0.99167305,1
434688,0.99914587,1
423257,0.9995895,1
96073,0.99987936,1
19349,0.9991775,1
33387,0.9921245,1
385106,0.99957246,1
381731,0.9997104,1
62058,0.9994869,1
358649,0.9999008,1
398076,0.99992204,1
197015,0.99989307,1
55633,0.99962676,1
270963,0.9999167,1
142537,0.99994123,1
409536,0.999739,1
454762,0.9998685,1
173999,0.99994135,1
439889,0.9997991,1
108044,0.9998696,1
438934,0.99953985,1
169367,0.9999155,1
488365,0.99289167,1
483394,0.9999703,1
249264,0.9999614,1
53296,0.999655,1
92773,0.99996984,1
492536,0.99981457,1
151938,0.99977964,1
373624,0.9997677,1
459074,0.9999207,1
114089,0.9997452,1
415790,0.99898416,1
161406,0.99962103,1
120340,0.9998771,1
425976,0.9997801,1
89644,0.9996928,1
185802,0.9999291,1
486073,0.9997917,1
218299,0.99991846,1
244212,0.99996734,1
368173,0.9998431,1
225891,0.9999683,1
43638,0.9999696,1
313547,0.9999273,1
63142,0.999688,1
451682,0.99995637,1
166460,0.99903023,1
475669,0.9999703,1
95180,0.99989676,1
283117,0.99987566,1
174802,0.9997062,1
198566,0.9994205,1
338868,0.99983084,1
162798,0.9998965,1
429424,0.99809104,1
266612,0.9999119,1
106510,0.99997246,1
271681,0.999655,1
484636,0.99997437,1
22358,0.99982256,1
264093,0.9999696,1
185529,0.99996984,1
392985,0.99990165,1
37189,0.9998772,1
125615,0.9999467,1
234707,0.9997267,1
188643,0.9999014,1
330656,0.9999522,1
436748,0.9999695,1
151329,0.9998098,1
453571,0.99368143,1
173326,0.9995511,1
181436,0.9998497,1
42936,0.9997037,1
143737,0.9996952,1
464019,0.99978846,1
239378,0.99993515,1
4508,0.9998466,1
454579,0.99973136,1
110868,0.9998977,1
150983,0.99970704,1
215047,0.9998716,1
15787,0.99992883,1
401329,0.9994931,1
225626,0.999851,1
129413,0.9992669,1
126663,0.9999746,1
98475,0.9999602,1
295265,0.9998615,1
303909,0.9991351,1
391539,0.9998944,1
282493,0.99987185,1
132904,0.99995744,1
87770,0.9997383,1
14218,0.99976176,1
351028,0.9999049,1
239811,0.9998934,1
128126,0.9999684,1
111967,0.99995446,1
183827,0.9996574,1
360406,0.999902,1
496653,0.999699,1
139498,0.9998419,1
338116,0.9999294,1
413850,0.9923308,1
77109,0.99993825,1
391532,0.9998708,1
145865,0.9998648,1
372822,0.99993455,1
64125,0.9999279,1
348741,0.99899274,1
376643,0.99995434,1
12792,0.9998915,1
491204,0.99993706,1
351244,0.9998215,1
447971,0.99928844,1
363978,0.9999584,1
217024,0.9999708,1
221222,0.99964905,1
401530,0.99991834,1
475030,0.9991431,1
97903,0.9999347,1
18623,0.9999628,1
342693,0.99996746,1
242355,0.9999628,1
318332,0.99960035,1
259160,0.99978906,1
465062,0.9999709,1
322621,0.9999175,1
204162,0.9994272,1
366721,0.99990964,1
136277,0.999962,1
439062,0.99997175,1
390115,0.9987269,1
403029,0.99997854,1
364221,0.99993396,1
86459,0.9998338,1
115168,0.99994195,1
106568,0.9997274,1
431614,0.9997224,1
351808,0.99995303,1
203659,0.99919945,1
429560,0.99898154,1
96962,0.99997723,1
165209,0.99983263,1
251261,0.99983764,1
69348,0.99964774,1
93806,0.9999534,1
70471,0.9999223,1
110051,0.9997471,1
373082,0.9996761,1
178154,0.99994123,1
35369,0.99989355,1
60788,0.9997316,1
414637,0.9996153,1
415459,0.99910456,1
151714,0.99989355,1
226823,0.9998481,1
89628,0.99926347,1
99883,0.99997485,1
312908,0.9999759,1
349111,0.99973756,1
391792,0.9999678,1
244434,0.9999697,1
216789,0.9999722,1
433574,0.9999763,1
215066,0.999938,1
65531,0.9998914,1
459119,0.99961984,1
476199,0.99992156,1
22784,0.99992657,1
129429,0.9997086,1
240165,0.99996614,1
170998,0.99993384,1
480174,0.9998914,1
144483,0.999889,1
160373,0.99966097,1
168080,0.99955565,1
62943,0.99943405,1
282016,0.99986863,1
281808,0.9998672,1
24310,0.9998398,1
57737,0.96865606,1
300260,0.99954563,1
306059,0.9999771,1
377550,0.9999647,1
191741,0.99997663,1
109880,0.9999392,1
51019,0.99989676,1
185406,0.9998349,1
55222,0.99989736,1
175606,0.9997757,1
484697,0.99993145,1
217654,0.9999758,1
486661,0.9998448,1
219314,0.9998547,1
7724,0.9999461,1
68596,0.99996245,1
147766,0.9998429,1
158875,0.9998714,1
157654,0.9999651,1
326946,0.9973821,1
257158,0.9998591,1
212765,0.9998889,1
468328,0.9995703,1
145221,0.9997713,1
366153,0.99825245,1
219641,0.9967583,1
289987,0.99991,1
29582,0.9996346,1
52947,0.9999765,1
110543,0.9998914,1
8052,0.9998907,1
138528,0.99989164,1
75297,0.99981827,1
323973,0.9997912,1
370286,0.99991107,1
476795,0.99987495,1
272428,0.9998634,1
487970,0.99972874,1
440208,0.9997427,1
21767,0.9999449,1
269944,0.9999311,1
263643,0.99991107,1
407149,0.9999001,1
164983,0.99996793,1
308076,0.99997556,1
128269,0.99993384,1
268261,0.9993298,1
20209,0.9999763,1
387701,0.99996924,1
304175,0.9998535,1
232284,0.99982125,1
23582,0.9993499,1
112918,0.99992895,1
143967,0.99988306,1
5648,0.9949704,1
182531,0.99987173,1
12089,0.999859,1
398430,0.99987423,1
409490,0.99993753,1
251693,0.9995504,1
302445,0.9998826,1
97787,0.9991032,1
490382,0.99987006,1
152204,0.99984884,1
67538,0.9998104,1
471674,0.9999049,1
37862,0.98925763,1
4381,0.99908066,1
406393,0.99988925,1
250401,0.9998534,1
377881,0.9996215,1
101850,0.9980071,1
370267,0.9999751,1
338172,0.999964,1
187038,0.9972434,1
250541,0.9999658,1
375390,0.99989486,1
109394,0.9999404,1
498589,0.9999678,1
302989,0.9991109,1
348377,0.9998989,1
415856,0.9998789,1
49524,0.999933,1
484843,0.9999347,1
40672,0.9985617,1
146360,0.99996984,1
441725,0.99993,1
369225,0.99995255,1
203673,0.9999434,1
52278,0.99988544,1
69396,0.99970716,1
97593,0.99997306,1
380066,0.99958354,1
133871,0.99984515,1
290619,0.999509,1
455178,0.9997466,1
20752,0.9998067,1
468026,0.9999027,1
199143,0.99992144,1
315538,0.99995446,1
273665,0.99985933,1
328914,0.99982953,1
134461,0.9999099,1
443331,0.990361,1
273200,0.9999243,1
257317,0.99990046,1
280011,0.99964964,1
222665,0.9998983,1
268440,0.99954116,1
225286,0.9997632,1
212131,0.99993193,1
345276,0.99925333,1
61633,0.9992424,1
83851,0.9999722,1
376048,0.9999716,1
134058,0.999923,1
282454,0.999814,1
114197,0.9997607,1
250142,0.9997768,1
464666,0.99997175,1
479332,0.9999002,1
254003,0.99992335,1
175701,0.9990798,1
52437,0.99988115,1
144213,0.9998103,1
432424,0.99990404,1
78589,0.9999678,1
394303,0.9997807,1
215153,0.9889741,1
111265,0.9998037,1
83703,0.99995935,1
148117,0.99989355,1
489712,0.99992526,1
297554,0.99986243,1
72285,0.9998698,1
40688,0.9988386,1
144460,0.9998198,1
293222,0.99916923,1
470985,0.999892,1
205373,0.9998023,1
325902,0.9998443,1
296147,0.99981266,1
287686,0.9997937,1
246789,0.9998826,1
34444,0.99987054,1
9669,0.93799907,1
256376,0.99996614,1
458189,0.99985313,1
479730,0.9997861,1
78498,0.9999224,1
149208,0.99912304,1
215597,0.999912,1
17661,0.9999068,1
108634,0.99954045,1
33968,0.9999733,1
428887,0.9998504,1
396371,0.9999175,1
417579,0.9998877,1
418142,0.999944,1
440293,0.9998845,1
329643,0.9992681,1
207253,0.99990475,1
449511,0.999974,1
156747,0.999666,1
151378,0.9996463,1
348613,0.99887484,1
154200,0.99997663,1
481601,0.9999598,1
483212,0.9997247,1
1389,0.9998969,1
211360,0.999681,1
60041,0.99996114,1
95565,0.9669716,1
472340,0.99997044,1
254574,0.99990046,1
302026,0.99992406,1
400389,0.99558026,1
47717,0.9999287,1
479999,0.99985313,1
417532,0.99987936,1
163737,0.99995613,1
27125,0.9998702,1
399299,0.9999714,1
144820,0.99989176,1
412441,0.9995528,1
24873,0.9288819,1
39962,0.9998815,1
284585,0.9723585,1
306224,0.9987074,1
170564,0.99881244,1
482026,0.9999392,1
434033,0.9999049,1
415383,0.9998123,1
418232,0.9998976,1
481923,0.9999721,1
214553,0.99996674,1
104228,0.9998,1
12090,0.9999441,1
167388,0.9996842,1
345370,0.99978775,1
16756,0.9999242,1
150432,0.9937664,1
29356,0.9989894,1
472184,0.9998809,1
77190,0.99996316,1
386166,0.99989974,1
347712,0.99993885,1
389764,0.9999248,1
39809,0.99995244,1
196399,0.9999697,1
2359,0.999933,1
78186,0.9707652,1
374893,0.9999759,1
304126,0.99952734,1
117879,0.99993646,1
106754,0.9999573,1
361882,0.9997309,1
317478,0.9998983,1
389004,0.9999256,1
324627,0.99989915,1
353741,0.999943,1
287969,0.9999702,1
279375,0.99867034,1
494260,0.9997497,1
342633,0.99992824,1
204534,0.9999312,1
55095,0.99304307,1
308684,0.9999522,1
483538,0.999882,1
17839,0.9997365,1
162623,0.99988544,1
118450,0.99968183,1
316286,0.9999279,1
487649,0.99987364,1
246131,0.9998745,1
334754,0.99996626,1
212092,0.99991643,1
471983,0.9985258,1
463355,0.9994553,1
314341,0.99969745,1
387128,0.99971765,1
468927,0.9998332,1
67848,0.9998472,1
228972,0.99958044,1
387799,0.99974376,1
285571,0.99940133,1
306992,0.9993363,1
24539,0.9990922,1
479518,0.99987996,1
148019,0.9997595,1
117924,0.9997838,1
52137,0.99984777,1
257538,0.99997556,1
171488,0.99990404,1
131360,0.9999714,1
37546,0.99992144,1
429758,0.9962631,1
334142,0.99996257,1
229528,0.9999025,1
387805,0.9999678,1
145918,0.99986196,1
487226,0.9999689,1
125676,0.99997187,1
15578,0.99992836,1
459973,0.99994516,1
221866,0.9996132,1
388845,0.99997175,1
405768,0.9999087,1
144371,0.9998789,1
235917,0.99995923,1
336546,0.99990535,1
252093,0.999894,1
445580,0.99983025,1
31950,0.9998472,1
188873,0.99994147,1
268731,0.9999534,1
167750,0.99986446,1
128292,0.99958926,1
441938,0.99996185,1
261901,0.9998388,1
94904,0.9999156,1
89444,0.999905,1
64381,0.9998265,1
285565,0.99996054,1
461900,0.9997142,1
214051,0.99987054,1
246310,0.999949,1
404110,0.99989414,1
361855,0.9998198,1
171752,0.9999583,1
423382,0.9999558,1
206526,0.95515645,1
442119,0.9997521,1
259355,0.9996891,1
3858,0.9999224,1
246911,0.99997354,1
456401,0.99996996,1
207115,0.99994373,1
159618,0.99936336,1
335865,0.9998362,1
261025,0.99994326,1
486551,0.99991,1
235813,0.99995255,1
227092,0.999201,1
238520,0.99989295,1
75018,0.9999566,1
8127,0.9998634,1
291074,0.9999144,1
88644,0.99988055,1
81025,0.9998553,1
294337,0.99985576,1
34487,0.9999788,1
392418,0.999974,1
280301,0.9998673,1
72883,0.9997384,1
23018,0.9999654,1
140730,0.99897325,1
170101,0.9971644,1
41330,0.9999579,1
475311,0.9693415,1
483296,0.9946932,1
2075,0.999741,1
397170,0.9999715,1
497357,0.9999238,1
400423,0.9991529,1
121926,0.999895,1
413276,0.9998437,1
24198,0.99992645,1
29634,0.9990575,1
306169,0.9999628,1
449288,0.9999722,1
107663,0.99983203,1
416102,0.9999541,1
246006,0.9999671,1
343360,0.9999701,1
363478,0.99991035,1
280957,0.99988806,1
466854,0.99996257,1
125624,0.99990046,1
37845,0.99380106,1
341023,0.99987626,1
122572,0.9998851,1
382808,0.99992025,1
302796,0.9998702,1
153437,0.9999455,1
72843,0.99983466,1
234885,0.9998826,1
280402,0.99994385,1
180140,0.9999652,1
250122,0.9995197,1
25341,0.99997425,1
419331,0.9987122,1
346864,0.9998778,1
480866,0.9994209,1
395719,0.99995494,1
475854,0.9998828,1
41770,0.99997294,1
10239,0.99992883,1
182597,0.99995685,1
410305,0.9994603,1
425215,0.9998348,1
352699,0.999869,1
334636,0.9334757,1
59701,0.99972886,1
331800,0.9999393,1
344884,0.99984276,1
302428,0.99972457,1
110939,0.9995931,1
268225,0.9997079,1
254757,0.9999554,1
389712,0.9995442,1
418604,0.99971265,1
252423,0.9991302,1
275966,0.99988174,1
20442,0.9999585,1
356926,0.9999591,1
28487,0.99997425,1
236321,0.99996114,1
275247,0.9999486,1
280951,0.9989085,1
396276,0.99987733,1
364954,0.99994266,1
162197,0.99993455,1
325910,0.9998852,1
352061,0.99963176,1
89251,0.9999628,1
188879,0.9999498,1
340258,0.9999558,1
301731,0.99992776,1
111915,0.99961287,1
447160,0.9999156,1
481746,0.99993396,1
181119,0.99993455,1
90019,0.99995506,1
309839,0.9999192,1
165847,0.9990528,1
2100,0.99995196,1
41816,0.99989045,1
430606,0.9991493,1
216970,0.9998085,1
75911,0.99875534,1
398385,0.99988735,1
95879,0.99982786,1
394562,0.9997906,1
432268,0.99984634,1
58503,0.99939907,1
121644,0.9997762,1
304619,0.9998342,1
97377,0.99971503,1
179001,0.9998191,1
361694,0.99992955,1
451605,0.9990682,1
217161,0.9994093,1
260614,0.9990268,1
8872,0.9999409,1
194062,0.9994935,1
457691,0.9999255,1
78371,0.9986486,1
183657,0.9994531,1
8400,0.99988794,1
168413,0.99996316,1
436314,0.9997516,1
113881,0.9999621,1
380136,0.99972004,1
62861,0.9998596,1
454288,0.9998734,1
188523,0.99997306,1
7709,0.9999299,1
303666,0.99986863,1
120603,0.99987996,1
194049,0.9996542,1
420142,0.9984024,1
75617,0.99979776,1
126973,0.99967074,1
44909,0.99996984,1
12147,0.9996669,1
154834,0.99980193,1
231970,0.99995863,1
187911,0.9997458,1
371384,0.9998104,1
395321,0.9999244,1
117496,0.9998609,1
55831,0.99986374,1
352587,0.9999137,1
206565,0.99985623,1
479908,0.99974567,1
337164,0.99994457,1
68195,0.9999317,1
409259,0.9998424,1
344780,0.9984952,1
456170,0.99995077,1
336568,0.9999734,1
442081,0.99913776,1
259778,0.967815,1
61561,0.99994123,1
412194,0.999772,1
67555,0.99970907,1
60846,0.99994874,1
67127,0.99971765,1
263929,0.99486744,1
53478,0.9999616,1
453668,0.9752833,1
387729,0.9997111,1
144103,0.9996878,1
388117,0.99981433,1
229491,0.99997485,1
449612,0.9999385,1
129440,0.9998833,1
107794,0.99976605,1
167444,0.9999372,1
29107,0.99970835,1
54102,0.99977237,1
392894,0.99995005,1
24116,0.9999739,1
30066,0.9998714,1
43432,0.999841,1
463971,0.9997074,1
483798,0.9999713,1
321593,0.99994135,1
350527,0.99984384,1
117925,0.9997974,1
420760,0.99996376,1
367540,0.9999745,1
422821,0.96465933,1
188173,0.99989593,1
52820,0.9995529,1
445768,0.9998958,1
81540,0.9999362,1
83173,0.99997115,1
212358,0.99992216,1
91001,0.9997677,1
293657,0.99992573,1
444964,0.99996006,1
377282,0.9998611,1
339442,0.99982685,1
92294,0.9999298,1
213791,0.9997907,1
111859,0.99989927,1
341050,0.9998375,1
98995,0.9999521,1
330992,0.99969065,1
443994,0.9996376,1
55037,0.9999615,1
183572,0.9997441,1
240616,0.99992096,1
54381,0.9998863,1
341227,0.9999205,1
469293,0.98987764,1
214227,0.9992248,1
91235,0.9997187,1
270181,0.99997306,1
94913,0.9998809,1
196811,0.9996172,1
491431,0.9997279,1
379191,0.9997323,1
49341,0.99995923,1
257236,0.99997854,1
410267,0.9997341,1
27722,0.9997664,1
226503,0.9995808,1
3356,0.9998969,1
301601,0.99994206,1
220488,0.9999355,1
412946,0.9996768,1
45407,0.99989724,1
126574,0.9998621,1
176437,0.99941266,1
364261,0.99980956,1
275009,0.99982953,1
335377,0.99993145,1
118322,0.9999752,1
344452,0.9999279,1
165296,0.9994474,1
99669,0.9991652,1
58318,0.9999759,1
420161,0.9999262,1
332422,0.9999722,1
406737,0.9999566,1
418773,0.9997961,1
75636,0.9969683,1
475845,0.9999378,1
99483,0.99987054,1
247370,0.99805236,1
12592,0.9999515,1
434805,0.9955896,1
323393,0.9995844,1
188163,0.911597,1
279920,0.9995158,1
375243,0.9999368,1
145298,0.9996582,1
